slug,netid,score
cs-491-number-theory-b-magic-numbers,jacobak3,100.0
cs-491-number-theory-c-apples-ii,jacobak3,0.0
cs-491-number-theory-d-b-zout-s-identity,jacobak3,0.0
cs-491-number-theory-e-expanding-array,jacobak3,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,jacobak3,0.0
cs-491-number-theory-a-make-it-co-prime,smudili2,100.0
cs-491-number-theory-b-magic-numbers,smudili2,100.0
cs-491-number-theory-c-apples-ii,smudili2,0.0
cs-491-number-theory-d-b-zout-s-identity,smudili2,0.0
cs-491-number-theory-e-expanding-array,smudili2,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,smudili2,0.0
cs-491-number-theory-a-make-it-co-prime,eeho2,100.0
cs-491-number-theory-b-magic-numbers,eeho2,100.0
cs-491-number-theory-c-apples-ii,eeho2,0.0
cs-491-number-theory-d-b-zout-s-identity,eeho2,0.0
cs-491-number-theory-e-expanding-array,eeho2,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,eeho2,0.0
cs-491-number-theory-a-make-it-co-prime,rohitmb2,100.0
cs-491-number-theory-b-magic-numbers,rohitmb2,100.0
cs-491-number-theory-c-apples-ii,rohitmb2,0.0
cs-491-number-theory-d-b-zout-s-identity,rohitmb2,0.0
cs-491-number-theory-e-expanding-array,rohitmb2,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,rohitmb2,0.0
cs-491-number-theory-a-make-it-co-prime,kona2,100.0
cs-491-number-theory-b-magic-numbers,kona2,100.0
cs-491-number-theory-c-apples-ii,kona2,0.0
cs-491-number-theory-d-b-zout-s-identity,kona2,0.0
cs-491-number-theory-e-expanding-array,kona2,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,kona2,0.0
cs-491-number-theory-a-make-it-co-prime,ashwath6,0.0
cs-491-number-theory-b-magic-numbers,ashwath6,100.0
cs-491-number-theory-c-apples-ii,ashwath6,0.0
cs-491-number-theory-d-b-zout-s-identity,ashwath6,0.0
cs-491-number-theory-e-expanding-array,ashwath6,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,ashwath6,0.0
cs-491-number-theory-a-make-it-co-prime,pk46,0.0
cs-491-number-theory-b-magic-numbers,pk46,100.0
cs-491-number-theory-c-apples-ii,pk46,0.0
cs-491-number-theory-d-b-zout-s-identity,pk46,0.0
cs-491-number-theory-e-expanding-array,pk46,0.0
cs-491-number-theory-f-extrac-credit-letianpie-s-game,pk46,0.0
